date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2019-11-29,57,13.0,,0.13,7.41
2019-11-30,58,13.0,,0.13,7.54
2019-12-01,72,11.0,False,0.11,7.92
2019-12-02,66,11.0,,0.11,7.26
2019-12-03,72,11.0,,0.11,7.92
2019-12-04,81,11.0,,0.11,8.91
2019-12-05,79,11.0,,0.11,8.69
2019-12-06,75,11.0,,0.11,8.25
2019-12-07,65,11.0,,0.11,7.15
2019-12-08,65,11.0,False,0.11,7.15
2019-12-09,67,11.0,,0.11,7.37
2019-12-10,78,11.0,,0.11,8.58
2019-12-11,70,11.0,,0.11,7.7
2019-12-12,66,11.0,,0.11,7.26
2019-12-13,76,11.0,,0.11,8.36
2019-12-14,66,11.0,,0.11,7.26
2019-12-15,67,12.0,False,0.12,8.04
2019-12-16,77,12.0,,0.12,9.24
2019-12-17,91,12.0,,0.12,10.92
2019-12-18,100,12.0,,0.12,12.0
2019-12-19,84,12.0,,0.12,10.08
2019-12-20,79,12.0,,0.12,9.48
2019-12-21,74,12.0,,0.12,8.879999999999999
2019-12-22,73,10.0,False,0.1,7.300000000000001
2019-12-23,76,10.0,,0.1,7.6000000000000005
2019-12-24,68,10.0,,0.1,6.800000000000001
2019-12-25,69,10.0,,0.1,6.9
2019-12-26,68,10.0,,0.1,6.800000000000001
2019-12-27,63,10.0,,0.1,6.300000000000001
2019-12-28,68,10.0,,0.1,6.800000000000001
2019-12-29,60,11.0,False,0.11,6.6
2019-12-30,68,11.0,,0.11,7.48
2019-12-31,73,11.0,,0.11,8.03
2020-01-01,50,11.0,,0.11,5.5
2020-01-02,63,11.0,,0.11,6.93
2020-01-03,75,11.0,,0.11,8.25
2020-01-04,66,11.0,,0.11,7.26
2020-01-05,61,13.0,False,0.13,7.930000000000001
2020-01-06,64,13.0,,0.13,8.32
2020-01-07,97,13.0,,0.13,12.610000000000001
2020-01-08,87,13.0,,0.13,11.31
2020-01-09,71,13.0,,0.13,9.23
2020-01-10,76,13.0,,0.13,9.88
2020-01-11,67,13.0,,0.13,8.71
2020-01-12,56,13.0,False,0.13,7.28
2020-01-13,57,13.0,,0.13,7.41
2020-01-14,100,13.0,,0.13,13.0
2020-01-15,91,13.0,,0.13,11.83
2020-01-16,70,13.0,,0.13,9.1
2020-01-17,81,13.0,,0.13,10.530000000000001
2020-01-18,74,13.0,,0.13,9.620000000000001
2020-01-19,88,12.0,False,0.12,10.559999999999999
2020-01-20,73,12.0,,0.12,8.76
2020-01-21,64,12.0,,0.12,7.68
2020-01-22,64,12.0,,0.12,7.68
2020-01-23,63,12.0,,0.12,7.56
2020-01-24,65,12.0,,0.12,7.8
2020-01-25,49,12.0,,0.12,5.88
2020-01-26,49,13.0,False,0.13,6.37
2020-01-27,66,13.0,,0.13,8.58
2020-01-28,80,13.0,,0.13,10.4
2020-01-29,92,13.0,,0.13,11.96
2020-01-30,84,13.0,,0.13,10.92
2020-01-31,82,13.0,,0.13,10.66
2020-02-01,55,13.0,,0.13,7.15
2020-02-02,58,14.0,False,0.14,8.120000000000001
2020-02-03,65,14.0,,0.14,9.100000000000001
2020-02-04,64,14.0,,0.14,8.96
2020-02-05,76,14.0,,0.14,10.64
2020-02-06,72,14.0,,0.14,10.080000000000002
2020-02-07,66,14.0,,0.14,9.24
2020-02-08,58,14.0,,0.14,8.120000000000001
2020-02-09,100,16.0,False,0.16,16.0
2020-02-10,71,16.0,,0.16,11.36
2020-02-11,78,16.0,,0.16,12.48
2020-02-12,96,16.0,,0.16,15.36
2020-02-13,76,16.0,,0.16,12.16
2020-02-14,72,16.0,,0.16,11.52
2020-02-15,68,16.0,,0.16,10.88
2020-02-16,68,14.0,False,0.14,9.520000000000001
2020-02-17,64,14.0,,0.14,8.96
2020-02-18,60,14.0,,0.14,8.4
2020-02-19,71,14.0,,0.14,9.940000000000001
2020-02-20,72,14.0,,0.14,10.080000000000002
2020-02-21,59,14.0,,0.14,8.260000000000002
2020-02-22,51,14.0,,0.14,7.140000000000001
2020-02-23,57,15.0,False,0.15,8.549999999999999
2020-02-24,63,15.0,,0.15,9.45
2020-02-25,75,15.0,,0.15,11.25
2020-02-26,75,15.0,,0.15,11.25
2020-02-27,76,15.0,,0.15,11.4
2020-02-28,81,15.0,,0.15,12.15
2020-02-29,60,15.0,,0.15,9.0
2020-03-01,27,13.0,False,0.13,3.5100000000000002
2020-03-02,27,13.0,,0.13,3.5100000000000002
2020-03-03,27,13.0,,0.13,3.5100000000000002
2020-03-04,24,13.0,,0.13,3.12
2020-03-05,27,13.0,,0.13,3.5100000000000002
2020-03-06,26,13.0,,0.13,3.38
2020-03-07,27,13.0,,0.13,3.5100000000000002
2020-03-08,26,24.0,False,0.24,6.24
2020-03-09,52,24.0,,0.24,12.48
2020-03-10,31,24.0,,0.24,7.4399999999999995
2020-03-11,30,24.0,,0.24,7.199999999999999
2020-03-12,71,24.0,,0.24,17.04
2020-03-13,100,24.0,,0.24,24.0
2020-03-14,55,24.0,,0.24,13.2
2020-03-15,46,23.0,False,0.23,10.58
2020-03-16,63,23.0,,0.23,14.49
2020-03-17,48,23.0,,0.23,11.040000000000001
2020-03-18,47,23.0,,0.23,10.81
2020-03-19,52,23.0,,0.23,11.96
2020-03-20,47,23.0,,0.23,10.81
2020-03-21,37,23.0,,0.23,8.51
2020-03-22,37,17.0,False,0.17,6.29
2020-03-23,40,17.0,,0.17,6.800000000000001
2020-03-24,48,17.0,,0.17,8.16
2020-03-25,38,17.0,,0.17,6.460000000000001
2020-03-26,35,17.0,,0.17,5.95
2020-03-27,32,17.0,,0.17,5.44
2020-03-28,34,17.0,,0.17,5.78
2020-03-29,31,14.0,False,0.14,4.340000000000001
2020-03-30,34,14.0,,0.14,4.760000000000001
2020-03-31,26,14.0,,0.14,3.6400000000000006
2020-04-01,55,14.0,,0.14,7.700000000000001
2020-04-02,60,14.0,,0.14,8.4
2020-04-03,59,14.0,,0.14,8.260000000000002
2020-04-04,54,14.0,,0.14,7.5600000000000005
2020-04-05,51,15.0,False,0.15,7.6499999999999995
2020-04-06,64,15.0,,0.15,9.6
2020-04-07,62,15.0,,0.15,9.299999999999999
2020-04-08,56,15.0,,0.15,8.4
2020-04-09,56,15.0,,0.15,8.4
2020-04-10,60,15.0,,0.15,9.0
2020-04-11,58,15.0,,0.15,8.7
2020-04-12,56,14.0,False,0.14,7.840000000000001
2020-04-13,61,14.0,,0.14,8.540000000000001
2020-04-14,58,14.0,,0.14,8.120000000000001
2020-04-15,59,14.0,,0.14,8.260000000000002
2020-04-16,56,14.0,,0.14,7.840000000000001
2020-04-17,58,14.0,,0.14,8.120000000000001
2020-04-18,60,14.0,,0.14,8.4
2020-04-19,60,15.0,False,0.15,9.0
2020-04-20,51,15.0,,0.15,7.6499999999999995
2020-04-21,52,15.0,,0.15,7.8
2020-04-22,56,15.0,,0.15,8.4
2020-04-23,59,15.0,,0.15,8.85
2020-04-24,66,15.0,,0.15,9.9
2020-04-25,66,15.0,,0.15,9.9
2020-04-26,59,19.0,False,0.19,11.21
2020-04-27,69,19.0,,0.19,13.11
2020-04-28,67,19.0,,0.19,12.73
2020-04-29,100,19.0,,0.19,19.0
2020-04-30,97,19.0,,0.19,18.43
2020-05-01,49,19.0,,0.19,9.31
2020-05-02,46,19.0,,0.19,8.74
2020-05-03,45,22.0,False,0.22,9.9
2020-05-04,48,22.0,,0.22,10.56
2020-05-05,44,22.0,,0.22,9.68
2020-05-06,56,22.0,,0.22,12.32
2020-05-07,65,22.0,,0.22,14.3
2020-05-08,82,22.0,,0.22,18.04
2020-05-09,61,22.0,,0.22,13.42
2020-05-10,87,26.0,False,0.26,22.62
2020-05-11,100,26.0,,0.26,26.0
2020-05-12,73,26.0,,0.26,18.98
2020-05-13,61,26.0,,0.26,15.860000000000001
2020-05-14,60,26.0,,0.26,15.600000000000001
2020-05-15,53,26.0,,0.26,13.780000000000001
2020-05-16,48,26.0,,0.26,12.48
2020-05-17,49,17.0,False,0.17,8.33
2020-05-18,48,17.0,,0.17,8.16
2020-05-19,44,17.0,,0.17,7.48
2020-05-20,47,17.0,,0.17,7.99
2020-05-21,46,17.0,,0.17,7.82
2020-05-22,42,17.0,,0.17,7.140000000000001
2020-05-23,38,17.0,,0.17,6.460000000000001
2020-05-24,40,15.0,False,0.15,6.0
2020-05-25,42,15.0,,0.15,6.3
2020-05-26,41,15.0,,0.15,6.1499999999999995
2020-05-27,41,15.0,,0.15,6.1499999999999995
2020-05-28,41,15.0,,0.15,6.1499999999999995
2020-05-29,39,15.0,,0.15,5.85
2020-05-30,37,15.0,,0.15,5.55
2020-05-31,37,16.0,False,0.16,5.92
2020-06-01,75,16.0,,0.16,12.0
2020-06-02,100,16.0,,0.16,16.0
2020-06-03,84,16.0,,0.16,13.44
2020-06-04,78,16.0,,0.16,12.48
2020-06-05,80,16.0,,0.16,12.8
2020-06-06,69,16.0,,0.16,11.040000000000001
2020-06-07,66,15.0,False,0.15,9.9
2020-06-08,65,15.0,,0.15,9.75
2020-06-09,66,15.0,,0.15,9.9
2020-06-10,76,15.0,,0.15,11.4
2020-06-11,89,15.0,,0.15,13.35
2020-06-12,76,15.0,,0.15,11.4
2020-06-13,68,15.0,,0.15,10.2
2020-06-14,64,12.0,False,0.12,7.68
2020-06-15,79,12.0,,0.12,9.48
2020-06-16,66,12.0,,0.12,7.92
2020-06-17,63,12.0,,0.12,7.56
2020-06-18,62,12.0,,0.12,7.4399999999999995
2020-06-19,60,12.0,,0.12,7.199999999999999
2020-06-20,53,12.0,,0.12,6.359999999999999
2020-06-21,60,13.0,False,0.13,7.800000000000001
2020-06-22,64,13.0,,0.13,8.32
2020-06-23,66,13.0,,0.13,8.58
2020-06-24,67,13.0,,0.13,8.71
2020-06-25,66,13.0,,0.13,8.58
2020-06-26,59,13.0,,0.13,7.67
2020-06-27,60,13.0,,0.13,7.800000000000001
2020-06-28,64,13.0,False,0.13,8.32
2020-06-29,67,13.0,,0.13,8.71
2020-06-30,61,13.0,,0.13,7.930000000000001
2020-07-01,45,13.0,,0.13,5.8500000000000005
2020-07-02,46,13.0,,0.13,5.98
2020-07-03,43,13.0,,0.13,5.59
2020-07-04,42,13.0,,0.13,5.46
2020-07-05,45,13.0,False,0.13,5.8500000000000005
2020-07-06,44,13.0,,0.13,5.720000000000001
2020-07-07,47,13.0,,0.13,6.11
2020-07-08,50,13.0,,0.13,6.5
2020-07-09,51,13.0,,0.13,6.63
2020-07-10,45,13.0,,0.13,5.8500000000000005
2020-07-11,44,13.0,,0.13,5.720000000000001
2020-07-12,42,15.0,False,0.15,6.3
2020-07-13,44,15.0,,0.15,6.6
2020-07-14,48,15.0,,0.15,7.199999999999999
2020-07-15,64,15.0,,0.15,9.6
2020-07-16,73,15.0,,0.15,10.95
2020-07-17,54,15.0,,0.15,8.1
2020-07-18,49,15.0,,0.15,7.35
2020-07-19,44,13.0,False,0.13,5.720000000000001
2020-07-20,39,13.0,,0.13,5.07
2020-07-21,50,13.0,,0.13,6.5
2020-07-22,45,13.0,,0.13,5.8500000000000005
2020-07-23,51,13.0,,0.13,6.63
2020-07-24,50,13.0,,0.13,6.5
2020-07-25,46,13.0,,0.13,5.98
2020-07-26,55,22.0,False,0.22,12.1
2020-07-27,100,22.0,,0.22,22.0
2020-07-28,100,22.0,,0.22,22.0
2020-07-29,79,22.0,,0.22,17.38
2020-07-30,65,22.0,,0.22,14.3
2020-07-31,68,22.0,,0.22,14.96
2020-08-01,81,22.0,,0.22,17.82
2020-08-02,100,21.0,False,0.21,21.0
2020-08-03,76,21.0,,0.21,15.959999999999999
2020-08-04,64,21.0,,0.21,13.44
2020-08-05,73,21.0,,0.21,15.33
2020-08-06,77,21.0,,0.21,16.169999999999998
2020-08-07,69,21.0,,0.21,14.49
2020-08-08,54,21.0,,0.21,11.34
2020-08-09,56,18.0,False,0.18,10.08
2020-08-10,74,18.0,,0.18,13.32
2020-08-11,67,18.0,,0.18,12.059999999999999
2020-08-12,60,18.0,,0.18,10.799999999999999
2020-08-13,63,18.0,,0.18,11.34
2020-08-14,61,18.0,,0.18,10.98
2020-08-15,61,18.0,,0.18,10.98
2020-08-16,55,16.0,False,0.16,8.8
2020-08-17,74,16.0,,0.16,11.84
2020-08-18,73,16.0,,0.16,11.68
2020-08-19,61,16.0,,0.16,9.76
2020-08-20,55,16.0,,0.16,8.8
2020-08-21,54,16.0,,0.16,8.64
2020-08-22,54,16.0,,0.16,8.64
2020-08-23,54,13.0,False,0.13,7.0200000000000005
2020-08-24,47,13.0,,0.13,6.11
2020-08-25,53,13.0,,0.13,6.890000000000001
2020-08-26,48,13.0,,0.13,6.24
2020-08-27,45,13.0,,0.13,5.8500000000000005
2020-08-28,46,13.0,,0.13,5.98
2020-08-29,39,13.0,,0.13,5.07
2020-08-30,42,14.0,False,0.14,5.880000000000001
2020-08-31,49,14.0,,0.14,6.86
2020-09-01,90,14.0,,0.14,12.600000000000001
2020-09-02,89,14.0,,0.14,12.46
2020-09-03,100,14.0,,0.14,14.000000000000002
2020-09-04,95,14.0,,0.14,13.3
2020-09-05,89,14.0,,0.14,12.46
2020-09-06,86,13.0,False,0.13,11.18
2020-09-07,78,13.0,,0.13,10.14
2020-09-08,89,13.0,,0.13,11.57
2020-09-09,80,13.0,,0.13,10.4
2020-09-10,71,13.0,,0.13,9.23
2020-09-11,67,13.0,,0.13,8.71
2020-09-12,74,13.0,,0.13,9.620000000000001
2020-09-13,65,11.0,False,0.11,7.15
2020-09-14,78,11.0,,0.11,8.58
2020-09-15,70,11.0,,0.11,7.7
2020-09-16,69,11.0,,0.11,7.59
2020-09-17,72,11.0,,0.11,7.92
2020-09-18,67,11.0,,0.11,7.37
2020-09-19,70,11.0,,0.11,7.7
2020-09-20,69,11.0,False,0.11,7.59
2020-09-21,72,11.0,,0.11,7.92
2020-09-22,61,11.0,,0.11,6.71
2020-09-23,66,11.0,,0.11,7.26
2020-09-24,69,11.0,,0.11,7.59
2020-09-25,68,11.0,,0.11,7.48
2020-09-26,54,11.0,,0.11,5.94
2020-09-27,60,10.0,False,0.1,6.0
2020-09-28,65,10.0,,0.1,6.5
2020-09-29,66,10.0,,0.1,6.6000000000000005
2020-09-30,63,10.0,,0.1,6.300000000000001
2020-10-01,37,10.0,,0.1,3.7
2020-10-02,43,10.0,,0.1,4.3
2020-10-03,37,10.0,,0.1,3.7
2020-10-04,32,12.0,False,0.12,3.84
2020-10-05,39,12.0,,0.12,4.68
2020-10-06,46,12.0,,0.12,5.52
2020-10-07,40,12.0,,0.12,4.8
2020-10-08,44,12.0,,0.12,5.279999999999999
2020-10-09,48,12.0,,0.12,5.76
2020-10-10,46,12.0,,0.12,5.52
2020-10-11,48,12.0,False,0.12,5.76
2020-10-12,52,12.0,,0.12,6.24
2020-10-13,49,12.0,,0.12,5.88
2020-10-14,43,12.0,,0.12,5.16
2020-10-15,46,12.0,,0.12,5.52
2020-10-16,40,12.0,,0.12,4.8
2020-10-17,45,12.0,,0.12,5.3999999999999995
2020-10-18,50,18.0,False,0.18,9.0
2020-10-19,46,18.0,,0.18,8.28
2020-10-20,56,18.0,,0.18,10.08
2020-10-21,90,18.0,,0.18,16.2
2020-10-22,100,18.0,,0.18,18.0
2020-10-23,73,18.0,,0.18,13.139999999999999
2020-10-24,63,18.0,,0.18,11.34
2020-10-25,63,19.0,False,0.19,11.97
2020-10-26,69,19.0,,0.19,13.11
2020-10-27,80,19.0,,0.19,15.2
2020-10-28,82,19.0,,0.19,15.58
2020-10-29,67,19.0,,0.19,12.73
2020-10-30,66,19.0,,0.19,12.540000000000001
2020-10-31,69,19.0,,0.19,13.11
2020-11-01,36,18.0,False,0.18,6.4799999999999995
2020-11-02,40,18.0,,0.18,7.199999999999999
2020-11-03,39,18.0,,0.18,7.02
2020-11-04,26,18.0,,0.18,4.68
2020-11-05,50,18.0,,0.18,9.0
2020-11-06,58,18.0,,0.18,10.44
2020-11-07,41,18.0,,0.18,7.38
2020-11-08,40,20.0,False,0.2,8.0
2020-11-09,49,20.0,,0.2,9.8
2020-11-10,41,20.0,,0.2,8.200000000000001
2020-11-11,47,20.0,,0.2,9.4
2020-11-12,46,20.0,,0.2,9.200000000000001
2020-11-13,56,20.0,,0.2,11.200000000000001
2020-11-14,46,20.0,,0.2,9.200000000000001
2020-11-15,40,32.0,False,0.32,12.8
2020-11-16,57,32.0,,0.32,18.240000000000002
2020-11-17,82,32.0,,0.32,26.240000000000002
2020-11-18,93,32.0,,0.32,29.76
2020-11-19,69,32.0,,0.32,22.080000000000002
2020-11-20,79,32.0,,0.32,25.28
2020-11-21,73,32.0,,0.32,23.36
2020-11-22,65,35.0,False,0.35,22.75
2020-11-23,70,35.0,,0.35,24.5
2020-11-24,95,35.0,,0.35,33.25
2020-11-25,85,35.0,,0.35,29.749999999999996
2020-11-26,100,35.0,,0.35,35.0
2020-11-27,80,35.0,,0.35,28.0
2020-11-28,60,35.0,,0.35,21.0
2020-11-29,54,32.0,False,0.32,17.28
2020-11-30,85,32.0,,0.32,27.2
2020-12-01,55,32.0,,0.32,17.6
2020-12-02,40,32.0,,0.32,12.8
2020-12-03,40,32.0,,0.32,12.8
2020-12-04,37,32.0,,0.32,11.84
2020-12-05,31,32.0,,0.32,9.92
2020-12-06,31,23.0,False,0.23,7.13
2020-12-07,34,23.0,,0.23,7.82
2020-12-08,33,23.0,,0.23,7.590000000000001
2020-12-09,33,23.0,,0.23,7.590000000000001
2020-12-10,28,23.0,,0.23,6.44
2020-12-11,31,23.0,,0.23,7.13
2020-12-12,24,23.0,,0.23,5.5200000000000005
2020-12-13,27,42.0,False,0.42,11.34
2020-12-14,28,42.0,,0.42,11.76
2020-12-15,30,42.0,,0.42,12.6
2020-12-16,61,42.0,,0.42,25.619999999999997
2020-12-17,100,42.0,,0.42,42.0
2020-12-18,65,42.0,,0.42,27.3
2020-12-19,54,42.0,,0.42,22.68
2020-12-20,48,39.0,False,0.39,18.72
2020-12-21,57,39.0,,0.39,22.23
2020-12-22,52,39.0,,0.39,20.28
2020-12-23,48,39.0,,0.39,18.72
2020-12-24,41,39.0,,0.39,15.99
2020-12-25,46,39.0,,0.39,17.94
2020-12-26,62,39.0,,0.39,24.18
2020-12-27,77,60.0,False,0.6,46.199999999999996
2020-12-28,76,60.0,,0.6,45.6
2020-12-29,67,60.0,,0.6,40.199999999999996
2020-12-30,75,60.0,,0.6,45.0
2020-12-31,75,60.0,,0.6,45.0
2021-01-01,30,60.0,,0.6,18.0
2021-01-02,64,60.0,,0.6,38.4
2021-01-03,71,98.0,False,0.98,69.58
2021-01-04,60,98.0,,0.98,58.8
2021-01-05,49,98.0,,0.98,48.019999999999996
2021-01-06,58,98.0,,0.98,56.839999999999996
2021-01-07,85,98.0,,0.98,83.3
2021-01-08,82,98.0,,0.98,80.36
2021-01-09,61,98.0,,0.98,59.78
2021-01-10,58,96.0,False,0.96,55.68
2021-01-11,100,96.0,,0.96,96.0
2021-01-12,72,96.0,,0.96,69.12
2021-01-13,60,96.0,,0.96,57.599999999999994
2021-01-14,59,96.0,,0.96,56.64
2021-01-15,54,96.0,,0.96,51.839999999999996
2021-01-16,42,96.0,,0.96,40.32
2021-01-17,37,59.0,False,0.59,21.83
2021-01-18,38,59.0,,0.59,22.419999999999998
2021-01-19,37,59.0,,0.59,21.83
2021-01-20,38,59.0,,0.59,22.419999999999998
2021-01-21,48,59.0,,0.59,28.32
2021-01-22,52,59.0,,0.59,30.68
2021-01-23,31,59.0,,0.59,18.29
2021-01-24,29,59.0,False,0.59,17.11
2021-01-25,32,59.0,,0.59,18.88
2021-01-26,31,59.0,,0.59,18.29
2021-01-27,35,59.0,,0.59,20.65
2021-01-28,41,59.0,,0.59,24.189999999999998
2021-01-29,64,59.0,,0.59,37.76
2021-01-30,43,59.0,,0.59,25.369999999999997
2021-01-31,33,51.0,False,0.51,16.830000000000002
2021-02-01,37,51.0,,0.51,18.87
2021-02-02,34,51.0,,0.51,17.34
2021-02-03,39,51.0,,0.51,19.89
2021-02-04,37,51.0,,0.51,18.87
2021-02-05,36,51.0,,0.51,18.36
2021-02-06,44,51.0,,0.51,22.44
2021-02-07,39,87.0,False,0.87,33.93
2021-02-08,85,87.0,,0.87,73.95
2021-02-09,100,87.0,,0.87,87.0
2021-02-10,63,87.0,,0.87,54.81
2021-02-11,62,87.0,,0.87,53.94
2021-02-12,59,87.0,,0.87,51.33
2021-02-13,48,87.0,,0.87,41.76
2021-02-14,51,85.0,False,0.85,43.35
2021-02-15,51,85.0,,0.85,43.35
2021-02-16,58,85.0,,0.85,49.3
2021-02-17,69,85.0,,0.85,58.65
2021-02-18,62,85.0,,0.85,52.699999999999996
2021-02-19,69,85.0,,0.85,58.65
2021-02-20,76,85.0,,0.85,64.6
2021-02-21,65,85.0,False,0.85,55.25
2021-02-22,72,85.0,,0.85,61.199999999999996
2021-02-23,89,85.0,,0.85,75.64999999999999
2021-02-24,65,85.0,,0.85,55.25
2021-02-25,56,85.0,,0.85,47.6
2021-02-26,57,85.0,,0.85,48.449999999999996
2021-02-27,43,85.0,,0.85,36.55
2021-02-28,49,58.0,False,0.58,28.419999999999998
2021-03-01,99,58.0,,0.58,57.419999999999995
2021-03-02,88,58.0,,0.58,51.04
2021-03-03,87,58.0,,0.58,50.459999999999994
2021-03-04,83,58.0,,0.58,48.13999999999999
2021-03-05,82,58.0,,0.58,47.559999999999995
2021-03-06,69,58.0,,0.58,40.019999999999996
2021-03-07,73,58.0,False,0.58,42.339999999999996
2021-03-08,83,58.0,,0.58,48.13999999999999
2021-03-09,92,58.0,,0.58,53.36
2021-03-10,90,58.0,,0.58,52.199999999999996
2021-03-11,81,58.0,,0.58,46.98
2021-03-12,76,58.0,,0.58,44.08
2021-03-13,100,58.0,,0.58,57.99999999999999
2021-03-14,97,57.0,False,0.57,55.28999999999999
2021-03-15,92,57.0,,0.57,52.44
2021-03-16,88,57.0,,0.57,50.16
2021-03-17,83,57.0,,0.57,47.309999999999995
2021-03-18,83,57.0,,0.57,47.309999999999995
2021-03-19,73,57.0,,0.57,41.61
2021-03-20,65,57.0,,0.57,37.05
2021-03-21,60,49.0,False,0.49,29.4
2021-03-22,68,49.0,,0.49,33.32
2021-03-23,77,49.0,,0.49,37.73
2021-03-24,82,49.0,,0.49,40.18
2021-03-25,92,49.0,,0.49,45.08
2021-03-26,73,49.0,,0.49,35.769999999999996
2021-03-27,71,49.0,,0.49,34.79
2021-03-28,63,51.0,False,0.51,32.13
2021-03-29,69,51.0,,0.51,35.19
2021-03-30,74,51.0,,0.51,37.74
2021-03-31,76,51.0,,0.51,38.76
2021-04-01,77,51.0,,0.51,39.27
2021-04-02,54,51.0,,0.51,27.54
2021-04-03,44,51.0,,0.51,22.44
2021-04-04,41,42.0,False,0.42,17.22
2021-04-05,47,42.0,,0.42,19.74
2021-04-06,47,42.0,,0.42,19.74
2021-04-07,45,42.0,,0.42,18.9
2021-04-08,44,42.0,,0.42,18.48
2021-04-09,41,42.0,,0.42,17.22
2021-04-10,48,42.0,,0.42,20.16
2021-04-11,47,60.0,False,0.6,28.2
2021-04-12,46,60.0,,0.6,27.599999999999998
2021-04-13,70,60.0,,0.6,42.0
2021-04-14,80,60.0,,0.6,48.0
2021-04-15,63,60.0,,0.6,37.8
2021-04-16,81,60.0,,0.6,48.6
2021-04-17,62,60.0,,0.6,37.199999999999996
2021-04-18,98,72.0,False,0.72,70.56
2021-04-19,87,72.0,,0.72,62.64
2021-04-20,73,72.0,,0.72,52.559999999999995
2021-04-21,59,72.0,,0.72,42.48
2021-04-22,66,72.0,,0.72,47.519999999999996
2021-04-23,100,72.0,,0.72,72.0
2021-04-24,70,72.0,,0.72,50.4
2021-04-25,58,51.0,False,0.51,29.580000000000002
2021-04-26,66,51.0,,0.51,33.660000000000004
2021-04-27,60,51.0,,0.51,30.6
2021-04-28,58,51.0,,0.51,29.580000000000002
2021-04-29,48,51.0,,0.51,24.48
2021-04-30,46,51.0,,0.51,23.46
2021-05-01,26,51.0,,0.51,13.26
2021-05-02,24,50.0,False,0.5,12.0
2021-05-03,29,50.0,,0.5,14.5
2021-05-04,31,50.0,,0.5,15.5
2021-05-05,32,50.0,,0.5,16.0
2021-05-06,30,50.0,,0.5,15.0
2021-05-07,27,50.0,,0.5,13.5
2021-05-08,30,50.0,,0.5,15.0
2021-05-09,28,66.0,False,0.66,18.48
2021-05-10,31,66.0,,0.66,20.46
2021-05-11,31,66.0,,0.66,20.46
2021-05-12,33,66.0,,0.66,21.78
2021-05-13,76,66.0,,0.66,50.160000000000004
2021-05-14,40,66.0,,0.66,26.400000000000002
2021-05-15,33,66.0,,0.66,21.78
2021-05-16,38,100.0,False,1.0,38.0
2021-05-17,55,100.0,,1.0,55.0
2021-05-18,41,100.0,,1.0,41.0
2021-05-19,100,100.0,,1.0,100.0
2021-05-20,70,100.0,,1.0,70.0
2021-05-21,59,100.0,,1.0,59.0
2021-05-22,46,100.0,,1.0,46.0
2021-05-23,58,69.0,False,0.69,40.019999999999996
2021-05-24,57,69.0,,0.69,39.33
2021-05-25,43,69.0,,0.69,29.669999999999998
2021-05-26,36,69.0,,0.69,24.839999999999996
2021-05-27,30,69.0,,0.69,20.7
2021-05-28,35,69.0,,0.69,24.15
2021-05-29,32,69.0,,0.69,22.08
2021-05-30,29,50.0,False,0.5,14.5
2021-05-31,29,50.0,,0.5,14.5
2021-06-01,63,50.0,,0.5,31.5
2021-06-02,57,50.0,,0.5,28.5
2021-06-03,55,50.0,,0.5,27.5
2021-06-04,63,50.0,,0.5,31.5
2021-06-05,61,50.0,,0.5,30.5
2021-06-06,60,55.0,False,0.55,33.0
2021-06-07,62,55.0,,0.55,34.1
2021-06-08,87,55.0,,0.55,47.85
2021-06-09,78,55.0,,0.55,42.900000000000006
2021-06-10,68,55.0,,0.55,37.400000000000006
2021-06-11,57,55.0,,0.55,31.35
2021-06-12,48,55.0,,0.55,26.400000000000002
2021-06-13,52,41.0,False,0.41,21.32
2021-06-14,65,41.0,,0.41,26.65
2021-06-15,56,41.0,,0.41,22.959999999999997
2021-06-16,50,41.0,,0.41,20.5
2021-06-17,51,41.0,,0.41,20.91
2021-06-18,46,41.0,,0.41,18.86
2021-06-19,39,41.0,,0.41,15.989999999999998
2021-06-20,47,52.0,False,0.52,24.44
2021-06-21,72,52.0,,0.52,37.44
2021-06-22,100,52.0,,0.52,52.0
2021-06-23,68,52.0,,0.52,35.36
2021-06-24,55,52.0,,0.52,28.6
2021-06-25,55,52.0,,0.52,28.6
2021-06-26,45,52.0,,0.52,23.400000000000002
2021-06-27,48,35.0,False,0.35,16.799999999999997
2021-06-28,54,35.0,,0.35,18.9
2021-06-29,47,35.0,,0.35,16.45
2021-06-30,41,35.0,,0.35,14.35
2021-07-01,52,35.0,,0.35,18.2
2021-07-02,54,35.0,,0.35,18.9
2021-07-03,49,35.0,,0.35,17.15
2021-07-04,48,29.0,False,0.29,13.919999999999998
2021-07-05,50,29.0,,0.29,14.499999999999998
2021-07-06,51,29.0,,0.29,14.79
2021-07-07,48,29.0,,0.29,13.919999999999998
2021-07-08,59,29.0,,0.29,17.11
2021-07-09,50,29.0,,0.29,14.499999999999998
2021-07-10,41,29.0,,0.29,11.889999999999999
2021-07-11,42,28.0,False,0.28,11.760000000000002
2021-07-12,51,28.0,,0.28,14.280000000000001
2021-07-13,53,28.0,,0.28,14.840000000000002
2021-07-14,54,28.0,,0.28,15.120000000000001
2021-07-15,53,28.0,,0.28,14.840000000000002
2021-07-16,50,28.0,,0.28,14.000000000000002
2021-07-17,42,28.0,,0.28,11.760000000000002
2021-07-18,41,32.0,False,0.32,13.120000000000001
2021-07-19,58,32.0,,0.32,18.56
2021-07-20,73,32.0,,0.32,23.36
